task_id,client,project_id,client_tier,team,task_type,seniority,task_complexity_score,brief_quality_score,deadline_pressure,scope_change_flag,pricing_model,created_at,delivered_at,sla_days,sla_breach,hours_spent,billable_hours,ai_usage_pct,ai_assisted,revisions,errors,rework_hours,outcome_score,revenue,cost,profit,created_by,updated_at,task_status,workflow_stage,jira_ticket,legacy_ai_flag,content_version
T00215,Client_E,P048,high,DESIGN,design,senior,5,1.0,medium,0,hourly,2025-08-26,2025-08-31,5.0,0,16.07,13.38,0.15,False,2,2,3.08,70.26,1571.56,768.5,803.06,user_071,2025-08-29,draft,qa,JIRA-96430,unknown,v2
T00216,Client_D,P047,mid,Content,release,senior,3,4.0,high,0,fixed,2026-01-08,2026-01-17,5.0,1,16.17,7.72,0.13,False,2,0,1.35,79.0,1983.84,1414.96,568.8799999999999,user_010,2026-01-17,delivered,execution,JIRA-13708,true,v3
T00217,Client_S,P025,mid,Design,ad,mid,3,4.0,high,0,fixed,2025-11-08,2025-11-14,5.0,1,9.29,4.47,0.37,True,3,0,1.86,86.97,819.65,714.74,104.90999999999995,user_109,2025-11-09,delivered,finalized,JIRA-61288,false,v1
T00218,Client_G,P006,low,seo,design,senior,3,2.0,medium,0,fixed,2025-12-10,2025-12-16,10.0,0,10.5,8.69,,True,1,1,1.74,68.54,790.25,817.02,-26.769999999999985,user_005,2025-12-13,review,client_review,JIRA-76673,true,v3
T00219,Client_H,P040,mid,SEO,dev,mid,4,1.0,high,0,value_based,2026-05-20,2026-05-30,5.0,1,15.82,11.17,0.3,True,7,0,,73.94,2394.28,1183.95,1210.3300000000002,user_016,2026-05-24,delivered,client_review,JIRA-24640,false,v2
T00220,Client_E,P017,low,Media,development,junior,4,5.0,low,0,fixed,2025-09-05,2025-09-08,2.0,1,26.0,21.22,0.18,True,2,1,1.43,67.05,1522.54,1343.48,179.05999999999997,user_058,2025-09-10,in_progress,qa,JIRA-86596,true,v1
T00221,Client_E,P017,mid,SEO ,ad,mid,5,2.0,high,0,fixed,2026-03-21,2026-03-28,7.0,0,18.7,18.7,0.32,True,1,1,,55.59,976.14,957.44,18.69999999999993,user_095,2026-03-26,delivered,finalized,JIRA-77539,true,final
T00222,Client_A,P035,mid,design,article,mid,3,2.0,low,1,hourly,2025-11-30,2025-12-05,7.0,0,7.99,4.84,0.26,True,7,1,5.28,56.64,470.88,642.38,-171.5,user_001,2025-12-04,in_progress,briefing,JIRA-28461,unknown,v3
T00223,Client_D,P023,mid,Media,design,junior,4,3.0,high,0,fixed,2025-08-19,2025-08-22,7.0,0,8.68,6.98,0.26,True,1,1,2.78,,1690.41,309.54,1380.87,user_115,2025-08-26,delivered,execution,JIRA-61433,false,v1
T00224,Client_C,P014,high,Content,design,junior,2,3.0,medium,1,hourly,2026-04-09,2026-04-14,7.0,0,4.31,3.77,0.64,True,2,0,2.59,83.01,378.27,204.52,173.74999999999997,user_028,2026-04-16,in_progress,finalized,JIRA-18682,false,v3
T00225,Client_D,P034,low,Content,design,junior,2,5.0,low,0,hourly,2025-11-03,2025-11-10,7.0,0,9.75,6.63,0.24,True,2,0,1.13,61.82,753.32,308.62,444.7000000000001,user_017,2025-11-10,review,client_review,JIRA-91649,true,v2
T00226,Client_K,P036,mid,SEO,ad,mid,3,4.0,medium,0,value_based,2025-11-17,2025-11-24,7.0,0,8.67,6.32,0.47,True,5,1,1.93,81.87,1064.16,189.38,874.7800000000001,user_019,2025-11-20,delivered,qa,JIRA-99052,false,v3
T00227,Client_G,P015,low,Design,ad,junior,4,3.0,medium,0,hourly,2025-07-05,2025-07-08,7.0,0,4.9,2.76,,True,3,1,0.0,69.67,241.15,189.38,51.77000000000001,user_022,2025-07-07,in_progress,client_review,,false,v1
T00228,Client_E,P064,mid,SEO,release,mid,2,2.0,low,0,fixed,2026-02-24,2026-03-01,3.0,1,16.41,14.44,0.17,False,8,0,1.23,58.65,1077.93,1254.14,-176.21000000000004,user_038,2026-03-01,review,client_review,JIRA-16074,unknown,v1
T00229,Client_F,P028,low,Design,design,mid,2,4.0,medium,1,hourly,2025-10-16,2025-10-19,3.0,0,8.41,6.64,0.58,True,1,2,4.19,86.07,613.12,454.05,159.07,user_011,2025-10-16,review,finalized,JIRA-84961,false,final
T00230,Client_H,P017,low,Design,dev,senior,2,1.0,high,0,hourly,2025-09-28,2025-10-04,3.0,1,15.52,15.33,0.26,True,1,0,3.14,83.23,1423.97,863.54,560.4300000000001,user_012,2025-10-07,review,execution,JIRA-89579,false,v4
T00231,Client_E,P044,mid,Content,design,junior,4,3.0,low,0,hourly,2026-04-05,2026-04-09,5.0,0,10.27,6.45,0.39,True,2,1,1.52,69.1,769.77,446.51,323.26,user_077,2026-04-11,draft,briefing,JIRA-85574,false,v3
T00232,Client_B,P039,mid,Design,article,junior,3,2.0,high,0,value_based,2026-05-17,2026-05-21,7.0,0,10.53,7.09,0.2,True,6,0,4.3,64.49,1443.92,395.82,1048.1,user_021,2026-05-17,review,qa,JIRA-75689,false,v4
T00233,Client_F,P028,low,Media,article,junior,2,,low,0,fixed,2026-01-28,2026-01-29,3.0,0,13.35,9.18,0.04,False,1,0,1.27,57.87,573.19,675.33,-102.14,user_095,2026-02-03,in_progress,finalized,JIRA-18836,true,v2
T00234,Client_H,P046,high,Content,release,mid,2,5.0,medium,1,fixed,2025-07-31,2025-08-06,2.0,1,15.36,7.87,0.22,True,3,1,2.53,,1644.46,871.0,773.46,user_026,2025-08-03,review,qa,JIRA-50947,false,v1
T00235,Client_B,P064,low,Design,dev,mid,3,4.0,high,0,hourly,2025-10-10,2025-10-14,5.0,0,11.43,7.45,0.79,True,2,1,2.67,64.05,790.04,562.93,227.11,user_109,2025-10-10,review,qa,JIRA-98368,true,v1
T00236,Client_H,P054,mid,Design,release,junior,4,4.0,medium,0,hourly,2025-12-28,2025-12-31,2.0,1,19.04,4.32,0.51,True,4,0,0.0,77.32,522.42,1033.34,-510.92,user_086,2026-01-01,delivered,qa,JIRA-37780,true,v3
T00237,Client_A,P049,high,Media,release,mid,1,4.0,high,0,fixed,2025-11-21,2025-11-28,5.0,1,4.76,4.16,0.07,False,2,1,2.0,76.35,1067.65,375.13,692.5200000000001,user_041,2025-11-27,archived,client_review,JIRA-51335,false,v3
T00238,Client_J,P032,mid,SEO,ticket,mid,4,3.0,medium,0,fixed,2026-05-09,2026-05-12,7.0,0,9.82,7.22,0.59,True,3,4,2.25,68.37,903.31,489.79,413.5199999999999,user_118,2026-05-15,review,briefing,JIRA-58663,true,v3
T00239,Client_D,P056,high,Media,design,junior,2,5.0,medium,0,hourly,2025-09-26,2025-10-01,7.0,0,14.2,11.96,0.23,True,0,1,1.71,77.01,920.59,480.61,439.98,user_083,2025-09-28,review,briefing,JIRA-13442,unknown,v2
T00240,Client_H,P032,low,Content,release,junior,2,1.0,medium,0,hourly,2026-05-16,2026-05-22,5.0,1,16.86,11.31,0.32,True,4,0,1.87,63.02,1498.43,630.68,867.7500000000001,user_017,2026-05-21,in_progress,briefing,JIRA-85094,true,v1
T00241,Client_A,P031,high,SEO,ad,mid,4,2.0,medium,1,fixed,2026-04-16,2026-04-19,5.0,0,13.48,12.39,0.53,True,7,1,3.4,54.72,1206.05,1145.5,60.54999999999996,user_114,2026-04-22,archived,execution,JIRA-29277,unknown,v4
T00242,Client_H,P018,low,Design,ticket,junior,4,4.0,high,0,hourly,2026-04-29,2026-05-03,2.0,1,7.66,4.31,0.58,True,2,1,0.0,75.44,982.32,314.78,667.5400000000001,user_046,2026-05-05,delivered,briefing,JIRA-62959,false,v3
T00243,Client_C,P061,mid,Media,ticket,junior,3,2.0,medium,0,fixed,2025-07-22,2025-07-23,3.0,0,9.85,4.86,0.4,True,4,2,0.0,49.25,835.2,468.01,367.19000000000005,user_069,2025-07-23,archived,briefing,JIRA-12279,true,v1
T00244,Client_B,P040,low,Media,ticket,mid,3,5.0,medium,0,fixed,2025-08-23,2025-08-26,7.0,0,11.06,6.31,0.31,True,0,0,1.62,90.88,608.32,575.45,32.870000000000005,user_020,2025-08-24,in_progress,qa,JIRA-35189,false,final
T00245,Client_C,P005,mid,SEO,release,junior,2,4.0,medium,0,fixed,2025-09-24,2025-09-30,5.0,1,12.39,7.26,0.44,True,2,0,1.22,70.68,1037.08,646.17,390.91,user_096,2025-09-26,in_progress,briefing,JIRA-78640,true,v4
T00246,Client_D,P062,low,Design,report,senior,3,2.0,high,0,hourly,2025-11-21,2025-11-25,7.0,0,9.28,6.08,0.52,True,2,2,4.04,62.76,773.9,491.9,282.0,user_016,2025-11-27,in_progress,qa,JIRA-80842,false,final
T00247,Client_B,P022,low,Content,ticket,junior,4,2.0,high,0,hourly,2025-12-07,2025-12-12,5.0,0,15.15,9.78,0.6,True,5,1,10.48,,1214.9,782.58,432.3200000000001,user_018,2025-12-16,blocked,execution,JIRA-85509,unknown,v4
T00248,Client_B,P031,mid,Content,dev,mid,2,3.0,high,0,fixed,2025-10-13,2025-10-21,3.0,1,14.85,13.05,0.3,True,5,0,0.66,65.74,1100.38,1038.64,61.74000000000001,user_076,2025-10-18,delivered,client_review,JIRA-84535,false,v1
T00249,Client_E,P018,low,SEO,release,mid,2,5.0,medium,0,hourly,2025-09-23,2025-09-28,2.0,1,10.89,7.01,0.47,True,2,1,1.28,89.14,704.77,785.11,-80.34000000000003,user_050,2025-09-24,in_progress,qa,JIRA-36853,true,v2
T00250,Client_B,P001,high,SEO,ticket,senior,4,1.0,high,0,hourly,2025-10-26,2025-11-02,3.0,1,10.51,6.65,0.11,False,1,4,0.0,57.05,713.55,712.19,1.3599999999999,user_002,2025-10-30,delivered,finalized,,true,v1
T00251,Client_F,P040,mid,Design,article,mid,2,4.0,high,0,fixed,2025-12-17,2025-12-20,5.0,0,13.92,9.07,0.4,True,3,0,2.47,89.31,713.95,652.68,61.270000000000095,user_052,2025-12-26,in_progress,briefing,JIRA-86373,true,v3
T00252,Client_C,P020,low,Media,report,junior,2,3.0,medium,0,hourly,2026-04-17,2026-04-21,3.0,1,18.86,10.6,0.22,True,2,2,1.85,66.34,1210.89,1082.45,128.44000000000003,user_055,2026-04-24,in_progress,execution,JIRA-45382,true,v4
T00253,Client_E,P034,mid,Content,article,mid,3,3.0,medium,0,hourly,2025-08-23,2025-08-25,10.0,0,12.46,7.45,0.15,False,4,1,1.67,84.09,647.58,887.96,-240.38,user_087,2025-08-24,delivered,briefing,JIRA-98281,false,v1
T00254,Client_F,P040,high,SEO,design,junior,1,5.0,high,0,value_based,2025-09-03,2025-09-07,5.0,0,6.39,4.01,0.46,True,1,1,0.96,73.29,987.04,198.44,788.5999999999999,user_020,2025-09-06,delivered,finalized,JIRA-47824,true,v2
T00255,Client_A,P056,low,Media,dev,junior,2,3.0,high,0,hourly,2025-12-05,2025-12-07,2.0,0,7.68,7.68,0.87,True,3,0,2.16,,938.14,266.45,671.69,user_101,2025-12-10,review,execution,JIRA-89003,true,v3
T00256,Client_A,P021,mid,SEO,ad,junior,3,4.0,medium,0,hourly,2025-11-20,2025-11-26,5.0,1,6.93,3.94,0.29,True,3,1,2.11,76.3,512.09,244.15,267.94000000000005,user_006,2025-11-22,delivered,execution,JIRA-57956,false,v2
T00257,Client_B,P042,high,SEO,ad,junior,3,2.0,high,0,hourly,2025-07-21,2025-07-29,7.0,1,9.36,7.43,0.28,True,4,1,2.8,70.15,756.66,338.03,418.63,user_074,2025-07-29,in_progress,finalized,JIRA-54908,false,v1
T00258,Client_B,P035,mid,SEO,ad,senior,3,5.0,medium,0,fixed,2026-03-26,2026-03-29,3.0,0,10.7,10.7,0.51,True,4,1,1.89,63.17,912.3,1035.13,-122.83000000000015,user_087,2026-03-28,in_progress,qa,JIRA-64253,false,v1
T00259,Client_E,P021,mid,Content,ticket,junior,5,4.0,medium,0,hourly,2025-10-24,2025-10-26,10.0,0,12.61,-1.83,0.72,True,3,2,2.17,55.07,357.91,410.11,-52.19999999999999,user_013,2025-11-02,review,briefing,JIRA-64693,unknown,v3
T00260,Client_H,P004,mid,Media,dev,senior,2,5.0,high,0,hourly,2026-03-27,2026-04-01,7.0,0,18.93,15.33,0.28,True,2,0,0.0,91.34,1574.57,1722.12,-147.54999999999995,user_118,2026-04-01,delivered,briefing,JIRA-32098,false,v3
T00261,Client_G,P024,mid,SEO,ticket,mid,3,2.0,medium,0,fixed,2026-05-23,2026-05-27,7.0,0,10.99,5.07,0.06,False,2,3,2.37,64.51,656.84,749.78,-92.93999999999994,user_036,2026-05-29,delivered,finalized,JIRA-15631,true,v2
T00262,Client_A,P050,mid,Content,report,junior,2,1.0,low,1,fixed,2025-07-21,2025-07-26,10.0,0,7.21,4.1,0.22,True,3,3,2.69,69.14,1041.97,449.99,591.98,user_110,2025-07-27,in_progress,finalized,JIRA-36863,true,v2
T00263,Client_H,P047,mid,Content,ticket,junior,3,2.0,low,0,hourly,2025-08-08,2025-08-12,2.0,1,4.6,3.16,0.39,True,2,0,3.02,63.34,280.33,210.11,70.21999999999997,user_001,2025-08-14,review,client_review,JIRA-88687,unknown,v2
T00264,Client_F,P053,mid,Content,article,junior,1,4.0,medium,0,fixed,2026-02-06,2026-02-10,5.0,0,7.99,3.83,0.37,True,3,0,1.3,82.79,542.72,353.4,189.32000000000005,user_079,2026-02-08,delivered,client_review,JIRA-97102,true,final
T00265,Client_G,P013,low,Media,release,senior,1,4.0,low,0,hourly,2026-02-03,2026-02-07,3.0,1,11.67,3.57,0.19,True,0,0,0.52,93.54,446.72,920.23,-473.51,user_097,2026-02-08,archived,execution,JIRA-56956,false,v4
T00266,Client_H,P047,mid,SEO,ticket,senior,4,4.0,high,0,hourly,2025-08-23,2025-09-01,5.0,1,9.36,5.87,0.23,True,3,3,1.54,64.57,773.79,871.75,-97.96000000000004,user_009,2025-08-31,draft,finalized,JIRA-49260,false,final
T00267,Client_A,P032,mid,Media,ticket,senior,2,5.0,medium,0,hourly,2026-03-13,2026-03-16,2.0,1,4.95,2.19,0.39,True,4,0,2.1,,171.59,163.56,8.030000000000001,user_018,2026-03-13,review,execution,JIRA-86080,false,final
T00268,Client_C,P042,high,Media,ticket,mid,1,3.0,high,0,hourly,2026-04-27,2026-04-30,5.0,0,5.0,2.07,0.24,True,7,0,1.42,60.16,252.39,317.74,-65.35000000000002,user_076,2026-05-06,in_progress,briefing,JIRA-39174,true,v2
T00269,Client_A,P006,mid,Media,release,senior,4,4.0,medium,0,fixed,2025-07-17,2025-07-18,3.0,0,24.38,,0.37,True,3,1,,76.11,1860.74,1365.13,495.6099999999999,user_059,2025-07-25,delivered,execution,JIRA-62064,true,v1
T00270,Client_D,P055,high,SEO,release,senior,2,2.0,medium,0,hourly,2026-03-09,2026-03-16,10.0,0,16.51,8.94,0.07,False,4,1,2.56,,734.36,1195.87,-461.5099999999999,user_015,2026-03-15,draft,qa,JIRA-42111,true,v1
T00271,Client_C,P027,mid,Media,release,mid,2,5.0,medium,1,fixed,2025-09-06,2025-09-11,7.0,0,14.02,7.43,0.11,False,0,1,2.28,68.57,1510.21,1074.79,435.4200000000001,user_041,2025-09-09,blocked,client_review,JIRA-65153,true,final
T00272,Client_G,P004,high,Content,release,senior,4,3.0,medium,0,value_based,2025-09-27,2025-10-01,5.0,0,26.58,10.89,0.83,True,2,1,2.7,86.31,8748.028762356453,2264.85,6483.178762356452,user_047,2025-09-29,review,execution,JIRA-40137,true,v3
T00273,Client_D,P035,low,Content,release,mid,1,4.0,medium,0,hourly,2026-01-05,2026-01-13,2.0,1,14.5,6.27,0.21,True,3,1,1.14,74.0,530.53,1066.68,-536.1500000000001,user_062,2026-01-06,in_progress,qa,,true,final
T00274,Client_E,P010,low,Media,design,mid,4,4.0,medium,0,fixed,2026-04-01,2026-04-04,2.0,1,8.3,7.13,0.34,True,4,1,1.78,81.03,1217.52,508.62,708.9,user_003,2026-04-05,review,finalized,JIRA-90577,false,v1
T00275,Client_E,P043,high,Design,release,mid,3,2.0,medium,0,fixed,2026-01-01,2026-01-05,3.0,1,15.4,8.51,0.54,True,1,2,0.0,52.34,1793.99,1147.48,646.51,user_022,2026-01-07,archived,finalized,JIRA-40242,true,v2
T00276,Client_G,P043,low,Content,article,mid,4,3.0,medium,0,hourly,2026-02-21,2026-02-28,3.0,1,13.24,9.97,0.74,True,1,2,2.88,72.44,1214.11,855.0,359.1099999999999,user_021,2026-03-02,delivered,qa,JIRA-18155,true,v2
T00277,Client_H,P003,high,SEO,article,mid,4,2.0,low,0,hourly,2026-04-30,2026-05-04,5.0,0,18.46,14.0,0.31,True,3,3,3.19,67.2,1388.26,1361.3,26.96000000000004,user_044,2026-05-08,draft,qa,JIRA-40840,false,v2
T00278,Client_F,P007,mid,Content,report,senior,4,1.0,medium,1,hourly,2026-03-03,2026-03-10,7.0,0,15.55,12.94,0.15,False,4,2,5.12,60.91,1058.4,1315.55,-257.14999999999986,user_011,2026-03-11,in_progress,execution,JIRA-51061,false,v2
T00279,Client_B,P037,high,SEO,dev,mid,2,4.0,low,1,fixed,2025-08-09,2025-08-14,2.0,1,12.27,,0.1,False,5,1,1.9,72.82,1262.77,1046.71,216.05999999999997,user_037,2025-08-17,in_progress,client_review,JIRA-69263,true,v2
T00280,Client_D,P002,high,SEO ,ad,mid,2,3.0,high,0,hourly,2025-07-25,2025-08-04,3.0,1,12.8,9.93,0.3,True,5,2,2.56,75.68,784.8,757.76,27.039999999999964,user_090,2025-07-29,in_progress,briefing,,unknown,v1
T00281,Client_H,P029,high,Media,release,senior,3,3.0,low,0,fixed,2025-10-29,2025-11-01,3.0,0,21.43,16.97,0.08,False,3,2,0.0,50.02,1134.58,1694.74,-560.1600000000001,user_114,2025-11-01,archived,execution,JIRA-89014,false,v1
T00282,Client_G,P037,mid,media,design,senior,2,4.0,medium,0,value_based,2026-02-21,2026-02-26,5.0,0,8.96,8.29,0.18,False,1,0,0.0,88.74,307.16,467.01,-159.84999999999997,user_036,2026-02-25,review,client_review,JIRA-41000,true,v2
T00283,Client_A,P024,mid,SEO,release,mid,2,4.0,medium,0,hourly,2025-09-28,2025-10-03,10.0,0,15.45,7.11,0.06,False,2,2,0.44,65.32,628.33,717.34,-89.00999999999999,user_029,2025-09-28,review,client_review,JIRA-91638,false,v3
T00284,Client_H,P042,high,Content,report,junior,1,3.0,high,0,hourly,2025-09-16,2025-09-22,7.0,0,13.68,10.51,0.46,True,1,0,1.04,58.21,944.77,541.71,403.06,user_051,2025-09-23,delivered,briefing,JIRA-38698,false,v1
T00285,Client_D,P038,high,SEO,dev,senior,4,4.0,medium,0,fixed,2025-08-01,2025-08-10,3.0,1,10.03,6.52,0.09,False,6,0,1.54,67.3,1750.99,498.88,1252.11,user_029,2025-08-09,in_progress,finalized,JIRA-39662,unknown,v2
T00286,Client_B,P049,low,Media,ad,mid,1,3.0,medium,0,value_based,2025-10-30,2025-11-01,10.0,0,4.38,3.65,0.58,True,4,1,2.79,74.94,506.02,181.72,324.29999999999995,user_057,2025-11-06,in_progress,qa,JIRA-60134,false,v3
T00287,Client_G,P013,high,SEO,report,mid,5,1.0,low,0,hourly,2025-12-01,2025-12-07,7.0,0,20.82,18.45,0.34,True,4,2,3.26,62.22,2333.21,867.01,1466.2,user_041,2025-12-01,delivered,client_review,JIRA-38671,unknown,v1
T00288,Client_B,P059,mid,Content,report,junior,1,2.0,medium,0,hourly,2026-01-22,2026-01-25,2.0,1,11.18,7.46,0.18,True,2,1,1.66,65.73,931.58,452.79,478.79,user_041,2026-01-22,in_progress,briefing,JIRA-58184,false,v3
T00289,Client_U,P057,mid,Media,release,mid,4,4.0,low,0,fixed,2025-09-30,2025-10-02,3.0,0,12.38,8.82,0.47,True,0,3,1.26,63.58,1961.35,514.15,1447.1999999999998,user_007,2025-10-01,in_progress,client_review,JIRA-92709,true,final
T00290,Client_F,P015,high,Media,design,senior,1,3.0,medium,1,hourly,2025-11-11,2025-11-14,7.0,0,10.33,8.95,0.22,True,3,0,2.06,63.96,867.78,881.65,-13.870000000000005,user_072,2025-11-15,review,client_review,JIRA-77231,false,v1
T00291,Client_B,P027,mid,Content,ad,junior,2,,high,0,fixed,2026-05-14,2026-05-19,3.0,1,6.75,4.98,0.27,True,5,0,2.22,81.01,804.59,289.82,514.77,user_068,2026-05-14,review,client_review,JIRA-80688,true,v1
T00292,Client_A,P046,mid,Design,release,junior,4,2.0,low,1,fixed,2025-12-09,2025-12-12,10.0,0,28.6,18.29,,True,3,2,5.51,56.74,1964.11,1127.96,836.1499999999999,user_109,2025-12-16,in_progress,briefing,JIRA-76827,true,v2
T00293,Client_C,P054,high,design,release,junior,2,1.0,low,0,hourly,2025-11-22,2025-11-26,5.0,0,12.4,7.89,0.7,True,7,0,1.32,71.73,710.52,533.8,176.72000000000003,user_029,2025-11-22,in_progress,qa,JIRA-93749,true,v2
T00294,Client_F,P057,mid,Media,article,mid,3,2.0,low,0,value_based,2025-10-27,2025-10-29,5.0,0,7.6,3.94,0.09,False,2,2,3.92,62.2,1459.05,557.0,902.05,user_041,2025-11-05,in_progress,briefing,JIRA-14960,false,v1
T00295,Client_A,P055,high,SEO,report,mid,3,1.0,low,0,hourly,2025-09-16,2025-09-21,10.0,0,216.5475175217325,9.47,0.24,True,2,2,2.02,59.96,1208.98,1143.5,65.48000000000002,user_037,2025-09-16,review,briefing,,false,v3
T00296,Client_C,P014,mid,Content,ticket,mid,3,5.0,high,0,value_based,2026-05-12,2026-05-19,7.0,0,9.17,6.42,,True,5,0,2.17,80.82,1087.53,491.01,596.52,user_054,2026-05-16,in_progress,qa,JIRA-27702,true,v2
T00297,Client_A,P060,mid,Content,report,junior,3,2.0,high,0,hourly,2026-01-21,2026-01-25,2.0,1,10.45,5.07,0.47,True,3,1,5.9,58.64,528.31,351.96,176.34999999999997,user_007,2026-01-27,delivered,briefing,JIRA-58198,true,v1
T00298,Client_A,P042,high,SEO,ticket,mid,2,4.0,low,0,fixed,2025-12-18,2025-12-25,3.0,1,3.92,2.76,0.51,True,1,0,1.09,78.51,651.37,182.31,469.06,user_078,2025-12-25,review,execution,JIRA-28031,unknown,v3
T00299,Client_H,P018,low,Content,report,mid,1,3.0,high,1,hourly,2025-08-19,2025-08-28,5.0,1,13.45,10.84,0.1,False,2,0,2.82,64.2,1111.16,788.16,323.0000000000001,user_056,2025-08-22,delivered,briefing,JIRA-52317,false,v2
T00300,Client_B,P056,mid,Content,dev,mid,1,3.0,low,0,fixed,2026-05-01,2026-05-05,7.0,0,19.41,10.38,0.04,False,0,0,0.65,63.61,598.64,1333.27,-734.63,user_017,2026-05-07,in_progress,qa,JIRA-57907,false,v4
T00301,Client_G,P033,high,SEO,ad,mid,2,4.0,medium,1,hourly,2026-03-27,2026-04-02,7.0,0,9.72,9.24,0.21,True,1,1,2.51,100.0,903.67,486.19,417.48,user_066,2026-03-29,delivered,client_review,JIRA-23146,false,v2
T00302,Client_B,P016,low,Content,ad,mid,2,4.0,low,0,value_based,2026-03-13,2026-03-18,5.0,0,12.58,8.23,0.31,True,5,0,1.09,83.68,801.48,710.67,90.81000000000006,user_086,2026-03-21,in_progress,briefing,JIRA-68556,false,v1
T00303,Client_E,P003,low,Content,report,mid,5,3.0,medium,0,value_based,2026-03-04,2026-03-08,7.0,0,34.03,19.66,0.57,True,2,1,1.78,58.25,1761.59,1675.1,86.49000000000001,user_094,2026-03-11,delivered,client_review,,false,v2
T00304,Client_F,P057,high,Content,design,junior,2,2.0,low,0,fixed,2026-03-10,2026-03-15,10.0,0,9.13,7.6,0.71,True,1,1,1.95,69.3,2117.67,591.58,1526.09,user_061,2026-03-19,draft,briefing,,false,v2
T00305,Client_E,P061,mid,Design,report,mid,4,1.0,medium,0,hourly,2025-08-13,2025-08-16,2.0,1,16.04,13.9,0.8,True,2,0,19.847021249862216,69.38,4210.59,1188.15,3022.44,user_087,2025-08-20,delivered,finalized,JIRA-90022,false,v1
T00306,Client_G,P053,high,SEO,article,senior,4,1.0,low,0,hourly,2025-11-23,2025-11-28,5.0,0,49.11,42.05,0.28,True,4,1,3.44,65.68,3630.79,4202.58,-571.79,user_012,2025-12-02,review,client_review,JIRA-57873,false,v1
T00307,Client_B,P014,mid,Design,report,mid,1,4.0,medium,0,hourly,2026-05-19,2026-05-25,5.0,1,7.74,6.9,0.26,True,2,0,1.08,74.59,570.92,595.82,-24.90000000000009,user_112,2026-05-24,delivered,qa,JIRA-74362,true,v1
T00308,Client_A,P046,mid,Design,design,mid,4,3.0,medium,0,value_based,2026-01-18,2026-01-22,3.0,1,12.66,6.94,0.56,True,5,0,1.21,75.51,8023.94,856.16,7167.78,user_082,2026-01-21,in_progress,finalized,JIRA-47850,false,v2
T00309,Client_E,P045,mid,Media,ticket,mid,4,3.0,medium,0,fixed,2025-12-24,2025-12-29,7.0,0,10.34,2.44,0.3,True,4,0,0.0,79.02,840.14,610.08,230.05999999999997,user_114,2025-12-25,draft,qa,JIRA-46149,false,final
T00310,Client_G,P008,mid,SEO,ticket,mid,3,4.0,medium,0,value_based,2025-12-13,2025-12-18,2.0,1,5.92,2.4,,True,8,2,1.12,79.19,971.8,288.04,683.76,user_051,2025-12-19,review,execution,JIRA-50061,false,v2
T00311,Client_B,P054,low,SEO,report,mid,3,3.0,high,0,hourly,2025-09-21,2025-09-29,2.0,1,17.46,15.57,0.26,True,7,0,1.08,70.45,2009.61,1388.37,621.24,user_011,2025-09-27,in_progress,qa,JIRA-53927,true,v3
T00312,Client_A,P048,low,SEO,release,mid,3,5.0,medium,0,value_based,2026-04-15,2026-04-21,2.0,1,14.72,5.81,0.58,True,5,0,2.18,69.67,1265.14,1140.87,124.2700000000002,user_065,2026-04-23,in_progress,execution,JIRA-13609,false,v3
T00313,Client_F,P039,mid,Media,release,junior,2,2.0,high,0,hourly,2026-03-14,2026-03-20,10.0,0,10.65,4.32,0.49,True,4,0,2.51,78.14,328.52,711.56,-383.04,user_054,2026-03-20,in_progress,client_review,JIRA-63836,false,v4
T00314,Client_D,P018,low,Media,dev,mid,1,3.0,medium,0,hourly,2025-07-03,2025-07-04,5.0,0,7.82,2.61,0.5,True,2,0,0.55,64.13,309.5,212.8,96.7,user_082,2025-07-07,review,client_review,JIRA-48098,true,final
T00315,Client_G,P020,low,Content,ad,junior,4,1.0,high,0,value_based,2026-05-07,2026-05-13,5.0,1,13.5,8.61,0.76,True,8,1,4.91,51.9,788.5,549.11,239.39,user_055,2026-05-12,in_progress,client_review,JIRA-34376,false,v4
T00316,Client_B,P020,low,SEO,article,mid,3,4.0,medium,0,fixed,2025-08-05,2025-08-11,5.0,1,9.47,7.76,,True,0,0,2.41,82.37,1008.25,478.18,530.0699999999999,user_001,2025-08-09,in_progress,finalized,JIRA-82596,false,v1
T00317,Client_H,P013,high,Design,ad,senior,3,4.0,high,0,value_based,2025-11-10,2025-11-17,5.0,1,12.44,11.51,0.34,True,3,0,1.74,81.86,1315.47,696.32,619.15,user_095,2025-11-19,in_progress,execution,,true,v3
T00318,Client_C,P032,mid,SEO,design,mid,1,3.0,high,0,hourly,2026-02-02,2026-02-09,10.0,0,8.49,5.07,0.4,True,2,0,1.83,84.94,481.86,642.85,-160.99,user_072,2026-02-04,in_progress,briefing,JIRA-65383,false,v3
T00319,Client_F,P040,high,Content,report,junior,2,2.0,medium,1,hourly,2025-10-11,2025-10-13,10.0,0,6.6,4.18,0.47,True,1,1,4.26,70.93,517.23,327.19,190.04,user_066,2025-10-13,in_progress,briefing,JIRA-35217,false,v4
T00320,Client_E,P036,mid,Content,report,senior,3,5.0,high,0,hourly,2026-05-05,2026-05-11,3.0,1,19.01,12.34,0.47,True,5,1,1.88,64.51,1442.98,1621.92,-178.94000000000003,user_026,2026-05-13,in_progress,client_review,,true,final
